| Remove cwd: ./AgentPPO_LandMars_0
################################################################################
ID     Step    maxR |    avgR   stdR   avgS  stdS |    expR   objC   etc.
0  4.19e+07    3.47 |    1.62    0.6     95     3 |    0.02   0.23   0.16   0.00
0  4.19e+07    3.47 |    2.20    1.1     96     3 |    0.02   0.19   0.06   0.00
0  4.19e+07    3.47 |    2.53    0.9     96     4 |    0.02   0.22  -0.02   0.00
0  4.20e+07    3.47 |    1.68    1.1     98     4 |    0.02   0.21   0.05   0.00
0  4.20e+07    3.47 |    2.48    0.9     98     3 |    0.02   0.19   0.01   0.00
0  4.20e+07    3.47 |    2.37    1.2     94     3 |    0.02   0.21  -0.18   0.00
0  4.21e+07    3.47 |    1.64    0.8     96     3 |    0.02   0.21  -0.08   0.00
0  4.21e+07    3.47 |    2.59    0.8     95     3 |    0.02   0.22  -0.03   0.00
0  4.21e+07    3.47 |    1.54    0.7     98     3 |    0.02   0.20  -0.01   0.00
0  4.22e+07    3.47 |    2.13    1.0     96     3 |    0.02   0.23  -0.08   0.00
0  4.22e+07    3.47 |    1.60    0.7     96     3 |    0.02   0.21   0.21   0.00
0  4.22e+07    3.47 |    2.10    0.9     96     4 |    0.02   0.22  -0.10   0.00
0  4.23e+07    3.47 |    2.32    1.1     94     3 |    0.02   0.15   0.04   0.00
0  4.23e+07    3.47 |    2.68    0.8     94     3 |    0.02   0.21  -0.04   0.00
0  4.23e+07    3.47 |    2.13    1.0     96     4 |    0.02   0.23   0.06   0.00
0  4.23e+07    3.47 |    2.80    0.9     94     2 |    0.02   0.20   0.02   0.00
0  4.24e+07    3.47 |    2.24    1.2     96     4 |    0.02   0.12   0.09   0.00
0  4.24e+07    3.47 |    2.34    0.8     99     2 |    0.02   0.22  -0.14   0.00
0  4.24e+07    3.47 |    2.43    1.2     93     1 |    0.02   0.17   0.02   0.00
0  4.25e+07    3.47 |    1.54    0.7     98     1 |    0.02   0.18  -0.13   0.00
0  4.25e+07    3.47 |    1.12    0.1     98     3 |    0.02   0.16   0.04   0.00
0  4.25e+07    3.47 |    2.69    0.8     94     1 |    0.02   0.19  -0.08   0.00
0  4.26e+07    3.47 |    1.44    0.7    100     2 |    0.02   0.22   0.10   0.00
0  4.26e+07    3.47 |    1.16    0.1     96     2 |    0.02   0.18   0.04   0.00
0  4.26e+07    3.47 |    2.13    1.0     96     3 |    0.02   0.21  -0.12   0.00
0  4.27e+07    3.47 |    2.93    1.1     94     4 |    0.02   0.23   0.03   0.00
0  4.27e+07    3.47 |    2.01    0.8     96     3 |    0.02   0.17   0.02   0.00
0  4.27e+07    3.47 |    1.64    0.9     97     1 |    0.02   0.22   0.05   0.00
0  4.27e+07    3.47 |    2.90    1.1     94     3 |    0.02   0.20   0.11   0.00
0  4.28e+07    3.47 |    3.17    0.3     95     2 |    0.02   0.22   0.01   0.00
0  4.28e+07    3.47 |    2.79    0.9     94     3 |    0.02   0.18   0.08   0.00
0  4.28e+07    3.47 |    1.53    0.7     98     1 |    0.02   0.18  -0.01   0.00
0  4.29e+07    3.47 |    2.16    1.0     96     2 |    0.02   0.18   0.05   0.00
0  4.29e+07    3.47 |    1.58    0.7     96     3 |    0.03   0.15  -0.06   0.00
0  4.29e+07    3.47 |    3.21    0.5     95     4 |    0.02   0.19   0.10   0.00
0  4.30e+07    3.47 |    1.12    0.1     98     3 |    0.02   0.21   0.02   0.00
0  4.30e+07    3.47 |    1.50    0.7     98     3 |    0.02   0.22  -0.18   0.00
0  4.30e+07    3.47 |    2.03    0.9     98     3 |    0.03   0.19  -0.12   0.00
0  4.31e+07    3.47 |    2.10    0.9     96     3 |    0.02   0.19   0.03   0.00
0  4.31e+07    3.47 |    1.67    0.9     96     3 |    0.02   0.15   0.08   0.00
0  4.31e+07    3.47 |    2.12    1.1     97     3 |    0.02   0.19   0.06   0.00
0  4.31e+07    3.47 |    2.12    1.0     97     2 |    0.02   0.22  -0.07   0.00
0  4.32e+07    3.47 |    1.76    1.0     96     2 |    0.02   0.24  -0.04   0.00
0  4.32e+07    3.47 |    1.98    0.8     98     3 |    0.02   0.22  -0.07   0.00
0  4.32e+07    3.47 |    1.48    0.7     98     1 |    0.02   0.20  -0.09   0.00
0  4.33e+07    3.47 |    2.03    0.8     97     3 |    0.02   0.19   0.18   0.00
0  4.33e+07    3.47 |    1.74    1.0     96     3 |    0.02   0.15   0.08   0.00
0  4.33e+07    3.47 |    1.73    1.0     95     1 |    0.02   0.29  -0.32   0.00
0  4.34e+07    3.47 |    1.89    1.0     92     1 |    0.02   0.15  -0.10   0.00
0  4.34e+07    3.47 |    1.60    1.0     98     3 |    0.02   0.20   0.01   0.00
0  4.34e+07    3.47 |    1.17    0.1     97     3 |    0.02   0.23  -0.07   0.00
0  4.34e+07    3.47 |    1.45    0.7    100     1 |    0.02   0.18  -0.06   0.00
0  4.35e+07    3.47 |    1.21    0.2     96     4 |    0.02   0.16   0.00   0.00
0  4.35e+07    3.47 |    1.73    0.9     95     3 |    0.02   0.22   0.02   0.00
0  4.35e+07    3.47 |    1.74    1.1     96     4 |    0.03   0.22   0.03   0.00
0  4.36e+07    3.47 |    2.44    0.8     97     0 |    0.02   0.26  -0.14   0.00
0  4.36e+07    3.47 |    1.71    1.1     97     4 |    0.02   0.20  -0.11   0.00
0  4.36e+07    3.47 |    2.64    0.8     95     3 |    0.02   0.22   0.10   0.00
0  4.37e+07    3.47 |    1.19    0.1     96     3 |    0.02   0.22  -0.05   0.00
0  4.37e+07    3.47 |    2.52    0.9     97     3 |    0.02   0.15   0.09   0.00
0  4.37e+07    3.47 |    2.13    1.1     97     3 |    0.02   0.17   0.10   0.00
0  4.38e+07    3.47 |    2.37    0.6     97     3 |    0.02   0.18   0.10   0.00
0  4.38e+07    3.47 |    2.19    1.2     97     4 |    0.02   0.17   0.01   0.00
0  4.38e+07    3.47 |    1.83    1.0     94     2 |    0.02   0.20   0.01   0.00
0  4.39e+07    3.47 |    1.88    0.9    100     1 |    0.02   0.19  -0.13   0.00
0  4.39e+07    3.47 |    2.65    0.9     96     2 |    0.02   0.19  -0.12   0.00
0  4.39e+07    3.47 |    1.64    1.1     98     4 |    0.02   0.23  -0.17   0.00
0  4.39e+07    3.47 |    2.31    1.1     94     2 |    0.02   0.23  -0.06   0.00
0  4.40e+07    3.47 |    2.07    0.9     96     1 |    0.02   0.19   0.15   0.00
0  4.40e+07    3.47 |    2.43    0.8     98     1 |    0.02   0.20  -0.02   0.00
0  4.40e+07    3.47 |    2.55    0.7     96     3 |    0.02   0.17  -0.07   0.00
0  4.41e+07    3.47 |    2.71    1.0     96     4 |    0.02   0.22  -0.07   0.00
0  4.41e+07    3.47 |    2.47    1.2     92     2 |    0.02   0.19   0.06   0.00
0  4.41e+07    3.47 |    2.10    0.9     96     2 |    0.02   0.21   0.04   0.00
0  4.42e+07    3.47 |    2.24    1.1     95     2 |    0.02   0.20  -0.03   0.00
0  4.42e+07    3.47 |    1.55    0.6     97     4 |    0.02   0.23  -0.08   0.00
0  4.42e+07    3.47 |    1.05    0.1    100     2 |    0.02   0.22   0.07   0.00
0  4.43e+07    3.47 |    1.97    0.9     98     1 |    0.02   0.26  -0.13   0.00
0  4.43e+07    3.47 |    2.19    1.1     96     3 |    0.02   0.16   0.17   0.00
0  4.43e+07    3.47 |    1.60    0.8     97     0 |    0.02   0.20   0.01   0.00
0  4.43e+07    3.47 |    2.22    1.0     94     2 |    0.02   0.18  -0.00   0.00
0  4.44e+07    3.47 |    1.24    0.1     95     3 |    0.02   0.21  -0.14   0.00
0  4.44e+07    3.47 |    1.75    0.8     94     1 |    0.02   0.20   0.24   0.00
0  4.44e+07    3.47 |    2.31    1.2     95     3 |    0.02   0.12   0.02   0.00
0  4.45e+07    3.47 |    2.06    0.9     97     1 |    0.02   0.17   0.01   0.00
0  4.45e+07    3.47 |    1.76    0.8     94     2 |    0.02   0.18   0.01   0.00
0  4.45e+07    3.47 |    2.41    0.8     98     1 |    0.02   0.22  -0.08   0.00
0  4.46e+07    3.47 |    1.23    0.2     95     4 |    0.02   0.20  -0.04   0.00
0  4.46e+07    3.47 |    1.68    0.7     95     4 |    0.02   0.22   0.02   0.00
0  4.46e+07    3.47 |    2.21    1.1     95     4 |    0.02   0.18  -0.05   0.00
0  4.47e+07    3.47 |    1.20    0.1     96     3 |    0.02   0.22  -0.22   0.00
0  4.47e+07    3.47 |    1.60    0.6     96     3 |    0.02   0.19   0.04   0.00
0  4.47e+07    3.47 |    1.74    0.8     95     2 |    0.02   0.25  -0.06   0.00
0  4.47e+07    3.47 |    2.90    0.9     94     1 |    0.02   0.20  -0.04   0.00
0  4.48e+07    3.47 |    2.14    0.9     98     2 |    0.03   0.24  -0.07   0.00
0  4.48e+07    3.47 |    1.92    0.9     96     2 |    0.02   0.18  -0.07   0.00
0  4.48e+07    3.47 |    3.33    1.0     92     0 |    0.02   0.22  -0.01   0.00
0  4.49e+07    3.47 |    2.76    1.4     94     4 |    0.02   0.18   0.08   0.00
0  4.49e+07    3.47 |    3.28    1.0     94     1 |    0.03   0.25   0.09   0.00
0  4.49e+07    3.47 |    1.82    0.8     98     2 |    0.03   0.26  -0.14   0.00
0  4.50e+07    3.47 |    2.10    0.9     96     3 |    0.03   0.25  -0.01   0.00
0  4.50e+07    3.47 |    2.10    0.9     96     2 |    0.03   0.24  -0.03   0.00
0  4.50e+07    3.47 |    2.43    1.1     94     3 |    0.03   0.32  -0.08   0.00
0  4.51e+07    3.47 |    3.10    1.5     96     3 |    0.03   0.23  -0.05   0.00
0  4.51e+07    3.50 |
0  4.51e+07    3.50 |    3.50    1.1     98     2 |    0.03   0.29   0.04   0.00
0  4.51e+07    3.50 |    2.23    0.8     96     3 |    0.03   0.34   0.03   0.00
0  4.51e+07    3.50 |    3.36    1.2     98     3 |    0.03   0.33   0.06   0.00
0  4.52e+07    3.50 |    3.01    1.1     95     3 |    0.03   0.27  -0.09   0.00
0  4.52e+07    3.50 |    3.04    1.5     96     3 |    0.03   0.33  -0.21   0.00
0  4.52e+07    3.50 |    2.80    1.2     97     3 |    0.03   0.30   0.10   0.00
0  4.53e+07    3.50 |    2.35    1.1     97     3 |    0.02   0.17  -0.02   0.00
0  4.53e+07    3.50 |    3.28    1.5     96     3 |    0.03   0.36  -0.08   0.00
0  4.53e+07    3.50 |    3.14    1.1     95     3 |    0.03   0.29   0.00   0.00
0  4.54e+07    3.50 |    3.04    1.2     98     2 |    0.03   0.29  -0.03   0.00
0  4.54e+07    3.87 |
0  4.54e+07    3.87 |    3.87    1.1     95     2 |    0.03   0.30   0.07   0.00
0  4.54e+07    4.96 |
0  4.54e+07    4.96 |    4.96    0.5     94     3 |    0.02   0.24  -0.06   0.00
0  4.54e+07    4.96 |    3.34    1.6     95     3 |    0.04   0.31   0.00   0.00
0  4.55e+07    4.96 |    2.82    1.1     98     3 |    0.03   0.35  -0.09   0.00
0  4.55e+07    4.96 |    3.46    0.9     97     2 |    0.03   0.30  -0.06   0.00
0  4.55e+07    4.96 |    2.09    1.0    100     1 |    0.03   0.31  -0.11   0.00
0  4.56e+07    4.96 |    2.96    1.2     96     1 |    0.03   0.30  -0.13   0.00
0  4.56e+07    4.96 |    3.02    1.5     98     3 |    0.03   0.36  -0.08   0.00
0  4.56e+07    4.96 |    2.42    1.2     97     2 |    0.03   0.25  -0.02   0.00
0  4.57e+07    4.96 |    3.03    1.5     97     3 |    0.04   0.27   0.02   0.00
0  4.57e+07    4.96 |    2.53    1.3     95     3 |    0.02   0.22   0.05   0.00
0  4.57e+07    4.96 |    2.86    1.0     96     3 |    0.03   0.33  -0.04   0.00
0  4.58e+07    4.96 |    3.42    0.9     97     3 |    0.03   0.27   0.13   0.00
0  4.58e+07    4.96 |    2.55    1.5     97     2 |    0.04   0.38  -0.00   0.00
0  4.58e+07    4.96 |    3.50    1.2     99     2 |    0.03   0.27   0.00   0.00
0  4.58e+07    4.96 |    2.62    1.3     98     2 |    0.03   0.33   0.15   0.00
0  4.59e+07    4.96 |    3.15    1.2     98     2 |    0.03   0.27   0.08   0.00
0  4.59e+07    4.96 |    3.77    1.7     94     2 |    0.04   0.40   0.12   0.00
0  4.59e+07    4.96 |    3.90    2.0     94     3 |    0.04   0.32   0.03   0.00
0  4.60e+07    4.96 |    3.04    1.5     95     2 |    0.03   0.27   0.07   0.00
0  4.60e+07    4.96 |    3.96    1.7     93     1 |    0.03   0.43  -0.05   0.00
0  4.60e+07    4.96 |    2.03    0.2     98     2 |    0.04   0.27   0.12   0.00
0  4.61e+07    4.96 |    4.41    1.6     97     3 |    0.03   0.32  -0.04   0.00
0  4.61e+07    4.96 |    3.21    1.6     94     2 |    0.04   0.30  -0.13   0.00
0  4.61e+07    4.96 |    1.93    0.2     98     3 |    0.04   0.40   0.05   0.00
0  4.62e+07    4.96 |    1.82    0.2    100     2 |    0.04   0.20   0.06   0.00
0  4.62e+07    4.96 |    4.87    0.2     97     1 |    0.03   0.34  -0.10   0.00
0  4.62e+07    4.96 |    3.29    1.3     97     3 |    0.04   0.45  -0.11   0.00
0  4.62e+07    4.96 |    2.57    1.2     97     1 |    0.04   0.30  -0.09   0.00
0  4.63e+07    4.96 |    2.77    1.1     95     2 |    0.03   0.39  -0.03   0.00
0  4.63e+07    4.96 |    3.80    1.8     95     2 |    0.04   0.39   0.06   0.00
0  4.63e+07    4.96 |    3.68    1.5     96     2 |    0.03   0.30   0.00   0.00
0  4.64e+07    4.96 |    3.69    1.4     96     2 |    0.04   0.18   0.08   0.00
0  4.64e+07    4.96 |    4.21    1.1     96     3 |    0.04   0.28   0.01   0.00
0  4.64e+07    4.96 |    3.84    1.2     98     1 |    0.04   0.31  -0.05   0.00
0  4.65e+07    4.96 |    2.75    1.3     95     2 |    0.04   0.34   0.08   0.00
0  4.65e+07    4.96 |    3.49    1.8     97     3 |    0.04   0.31   0.13   0.00
0  4.65e+07    4.96 |    2.63    1.1     97     1 |    0.04   0.36  -0.18   0.00
0  4.66e+07    4.96 |    3.32    1.6     98     3 |    0.04   0.30   0.03   0.00
0  4.66e+07    4.96 |    3.77    1.2     98     2 |    0.03   0.34  -0.06   0.00
0  4.66e+07    4.96 |    2.64    1.4     97     2 |    0.04   0.33  -0.06   0.00
0  4.66e+07    4.96 |    3.53    1.3     96     2 |    0.04   0.38  -0.01   0.00
0  4.67e+07    4.96 |    4.41    1.6     97     4 |    0.03   0.32   0.07   0.00
0  4.67e+07    4.96 |    3.01    1.7     94     3 |    0.04   0.41   0.06   0.00
0  4.67e+07    4.96 |    2.72    1.5     97     3 |    0.04   0.24  -0.06   0.00
0  4.68e+07    4.96 |    3.26    1.5     98     2 |    0.04   0.23  -0.11   0.00
0  4.68e+07    4.96 |    2.81    1.3     95     2 |    0.04   0.29  -0.17   0.00
0  4.68e+07    4.96 |    3.42    1.5     97     3 |    0.04   0.38  -0.06   0.00
0  4.69e+07    5.16 |
0  4.69e+07    5.16 |    5.16    0.5     95     2 |    0.03   0.20  -0.05   0.00
0  4.69e+07    5.16 |    4.12    1.4     98     3 |    0.04   0.34  -0.11   0.00
0  4.69e+07    5.16 |    3.71    1.5     94     1 |    0.03   0.29   0.08   0.00
0  4.69e+07    5.16 |    4.17    1.3     96     1 |    0.03   0.23  -0.13   0.00
0  4.70e+07    5.16 |    3.14    1.2     98     2 |    0.04   0.36   0.07   0.00
0  4.70e+07    5.16 |    3.21    1.3     99     3 |    0.03   0.13  -0.05   0.00
0  4.70e+07    5.16 |    3.62    1.5     95     3 |    0.04   0.38   0.01   0.00
0  4.71e+07    5.16 |    4.41    1.3     95     3 |    0.03   0.36  -0.07   0.00
0  4.71e+07    5.16 |    4.03    1.1     97     3 |    0.04   0.38   0.02   0.00
0  4.71e+07    5.16 |    3.44    1.3     97     2 |    0.03   0.29  -0.02   0.00
0  4.72e+07    5.16 |    2.64    1.0     98     2 |    0.04   0.42   0.12   0.00
0  4.72e+07    5.16 |    2.69    1.3     99     2 |    0.04   0.39  -0.04   0.00
0  4.72e+07    5.16 |    3.07    1.6     97     2 |    0.04   0.46  -0.03   0.00
0  4.73e+07    5.16 |    3.59    1.9     99     3 |    0.04   0.39  -0.01   0.00
0  4.73e+07    5.16 |    4.38    2.1     96     3 |    0.04   0.42  -0.06   0.00
0  4.73e+07    5.16 |    4.32    1.3    101     0 |    0.05   0.29  -0.20   0.00
0  4.73e+07    5.16 |    4.98    2.4     98     3 |    0.05   0.48   0.06   0.00
0  4.74e+07    6.49 |
0  4.74e+07    6.49 |    6.49    1.8     98     2 |    0.06   0.43   0.04   0.00
0  4.74e+07    6.49 |    5.48    2.1     98     2 |    0.05   0.34   0.20   0.00
0  4.74e+07    6.49 |    5.26    2.6    100     3 |    0.06   0.53   0.15   0.00
0  4.75e+07    6.49 |    5.75    2.3     97     1 |    0.06   0.55  -0.01   0.00
0  4.75e+07    7.04 |
0  4.75e+07    7.04 |    7.04    1.0    101     3 |    0.06   0.34   0.02   0.00
0  4.75e+07    8.17 |
0  4.75e+07    8.17 |    8.17    0.7     96     2 |    0.06   0.43  -0.09   0.00
0  4.76e+07    8.17 |    6.60    2.3     98     3 |    0.06   0.46   0.01   0.00
0  4.76e+07    8.17 |    4.02    2.2     98     3 |    0.06   0.47   0.21   0.00
0  4.76e+07    8.17 |    5.38    2.2     98     3 |    0.05   0.42  -0.07   0.00
0  4.77e+07    8.17 |    7.50    1.1     99     3 |    0.07   0.35   0.02   0.00
0  4.77e+07    8.17 |    5.05    2.3     99     4 |    0.06   0.44   0.08   0.00
0  4.77e+07    8.17 |    2.74    0.2    100     2 |    0.06   0.33  -0.07   0.00
0  4.77e+07    8.17 |    6.24    2.1     99     3 |    0.06   0.26  -0.12   0.00
0  4.78e+07    8.17 |    6.51    2.4     98     3 |    0.06   0.27  -0.05   0.00
0  4.78e+07    8.17 |    4.70    2.8     98     3 |    0.06   0.39  -0.11   0.00
0  4.78e+07    8.17 |    8.07    0.4     98     1 |    0.06   0.45   0.02   0.00
0  4.79e+07    8.17 |    7.91    0.6     99     2 |    0.07   0.22   0.11   0.00
0  4.79e+07    8.17 |    4.54    1.9    100     2 |    0.05   0.32   0.02   0.00
0  4.79e+07    8.17 |    3.53    0.3    100     2 |    0.03   0.00   0.14   0.00
0  4.80e+07    8.17 |    3.26    0.2    102     1 |   -0.04   0.29  -0.04   0.00
0  4.80e+07    8.17 |   -8.01   19.5    102     3 |    0.01   0.11  -0.14   0.00
0  4.80e+07    8.17 |    7.30    2.4    100     3 |    0.04   0.32  -0.05   0.00
0  4.81e+07    8.17 |    6.08    2.3     98     3 |    0.06   0.48  -0.03   0.00
0  4.81e+07    8.17 |    4.10    1.7    103     2 |    0.07   0.39   0.09   0.00
0  4.81e+07    8.17 |    4.36    1.6    101     3 |    0.06   0.50  -0.06   0.00
0  4.81e+07    8.17 |    7.37    2.6    100     2 |    0.07   0.43   0.00   0.00
0  4.82e+07    8.17 |    7.91    0.6    101     2 |    0.06   0.45   0.02   0.00
0  4.82e+07    8.17 |    5.93    3.0    100     3 |    0.05   0.32   0.14   0.00
0  4.82e+07    8.17 |    7.87    2.5     96     1 |    0.05   0.34   0.10   0.00
0  4.83e+07    8.17 |    6.13    3.0    100     3 |    0.04   0.44  -0.15   0.00
0  4.83e+07    8.17 |    8.06    2.8     98     3 |    0.05   0.42   0.06   0.00
0  4.83e+07    8.17 |    7.30    2.5    100     2 |    0.06   0.53  -0.09   0.00
0  4.84e+07    8.17 |    5.96    2.8    100     2 |    0.06   0.42  -0.13   0.00
0  4.84e+07    8.17 |    5.41    2.6    102     2 |    0.07   0.40   0.01   0.00
0  4.84e+07    8.17 |    5.41    1.9    101     3 |    0.08   0.30   0.01   0.00
0  4.85e+07    8.17 |    3.40    0.2     99     1 |    0.06   0.54  -0.11   0.00
0  4.85e+07    8.17 |    6.28    2.7     96     1 |    0.06   0.27  -0.01   0.00
0  4.85e+07    8.17 |    6.66    2.1    100     2 |    0.06   0.39  -0.04   0.00
0  4.85e+07    8.21 |
0  4.85e+07    8.21 |    8.21    1.1     98     4 |    0.06   0.55   0.15   0.00
0  4.86e+07    8.21 |    5.67    2.8     98     3 |    0.06   0.50  -0.12   0.00
0  4.86e+07    8.21 |    6.24    2.0    100     2 |    0.07   0.50   0.01   0.00
0  4.86e+07    8.21 |    6.59    2.3     98     4 |    0.06   0.51  -0.04   0.00
0  4.87e+07    8.21 |    8.14    0.8     97     2 |    0.06   0.33  -0.01   0.00
0  4.87e+07    8.21 |    7.08    2.1     97     2 |    0.06   0.35   0.05   0.00
0  4.87e+07    8.21 |    5.48    2.5     98     2 |    0.06   0.42  -0.15   0.00
0  4.88e+07    8.21 |    6.90    2.2     98     1 |    0.05   0.37   0.04   0.00
0  4.88e+07    8.21 |    7.68    2.5     96     1 |    0.07   0.27  -0.11   0.00
0  4.88e+07    8.21 |    6.19    3.1     98     2 |    0.06   0.42   0.11   0.00
0  4.88e+07    8.21 |    6.36    3.2     97     3 |    0.07   0.41  -0.01   0.00
0  4.89e+07    8.21 |    6.50    1.9    100     1 |    0.06   0.40   0.14   0.00
0  4.89e+07    8.21 |    7.75    2.7     98     4 |    0.06   0.75  -0.02   0.00
0  4.89e+07    8.21 |    4.48    1.7    100     2 |    0.06   0.35   0.01   0.00
0  4.90e+07    8.21 |    5.44    1.9    100     2 |    0.06   0.39  -0.13   0.00
0  4.90e+07    8.87 |
0  4.90e+07    8.87 |    8.87    1.0     98     3 |    0.05   0.42  -0.01   0.00
0  4.90e+07    8.87 |    7.96    2.9     97     3 |    0.06   0.46  -0.08   0.00
0  4.91e+07    8.87 |    6.03    2.6     98     0 |    0.08   0.16  -0.12   0.00
0  4.91e+07    9.40 |
0  4.91e+07    9.40 |    9.40    0.2     94     1 |    0.06   0.48  -0.08   0.00
0  4.91e+07    9.40 |    4.98    2.1     97     2 |    0.05   0.51   0.08   0.00
0  4.92e+07    9.40 |    5.19    1.8     97     3 |    0.06   0.34  -0.17   0.00
0  4.92e+07    9.40 |    5.53    2.9     98     3 |    0.07   0.26   0.00   0.00
0  4.92e+07    9.40 |    7.05    0.5     98     2 |    0.05   0.50  -0.17   0.00
0  4.92e+07    9.40 |    5.30    1.5     98     3 |    0.06   0.48  -0.05   0.00
0  4.93e+07    9.40 |    4.56    1.7    100     3 |    0.06   0.22  -0.14   0.00
0  4.93e+07    9.40 |    6.53    2.1     97     1 |    0.06   0.38  -0.11   0.00
0  4.93e+07    9.40 |    7.17    2.4     95     2 |    0.07   0.23   0.02   0.00
0  4.94e+07    9.40 |    4.07    2.2    100     2 |    0.05   0.50  -0.10   0.00
0  4.94e+07    9.40 |    7.91    1.0     98     3 |    0.06   0.32  -0.13   0.00
0  4.94e+07    9.40 |    4.67    2.5     96     1 |    0.06   0.26  -0.09   0.00
